npb_player_id,name_ja,team,position,is_new_2026,debut_year,cause,detail
41845152,松川 玲央,東京ヤクルトスワローズ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
01405150,田中 陽翔,東京ヤクルトスワローズ,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
93195150,モイセエフ ニキータ,東京ヤクルトスワローズ,外野手,0,2024,likely_no_ichi_gun_2024_draft,debut=2024 is_new_2026=0
63365152,Ｊ．キハダ,東京ヤクルトスワローズ,投手,1,,likely_no_ichi_gun_new_2026,debut=None is_new_2026=1
51455152,中西 聖輝,中日ドラゴンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
21925152,櫻井 頼之介,中日ドラゴンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
81985152,篠﨑 国忠,中日ドラゴンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
41245150,高橋 幸佑,中日ドラゴンズ,投手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
91195150,有馬 惠叶,中日ドラゴンズ,投手,0,2024,likely_no_ichi_gun_2024_draft,debut=2024 is_new_2026=0
21125150,石伊 雄太,中日ドラゴンズ,捕手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
03105150,森 駿太,中日ドラゴンズ,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
91095152,新保 茉良,中日ドラゴンズ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
61465152,花田 旭,中日ドラゴンズ,外野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
41445152,能戸 輝夢,中日ドラゴンズ,外野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
73575152,Ｍ．サノー,中日ドラゴンズ,内野手,1,,likely_no_ichi_gun_new_2026,debut=None is_new_2026=1
83785150,Ｊ．ボスラー,中日ドラゴンズ,外野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
51955152,齊藤 汰直,広島東洋カープ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
91795152,工藤 泰己,広島東洋カープ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
31135152,赤木 晴哉,広島東洋カープ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
43545152,Ｆ．ターノック,広島東洋カープ,投手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
81085152,髙木 快大,広島東洋カープ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
41645157,日髙 暖己,広島東洋カープ,投手,0,2022,likely_no_ichi_gun_long_term_dev,debut=2022 is_new_2026=0
11215155,髙木 翔斗,広島東洋カープ,捕手,0,2021,likely_no_ichi_gun_long_term_dev,debut=2021 is_new_2026=0
81585152,勝田 成,広島東洋カープ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
11015150,佐々木 泰,広島東洋カープ,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
13515150,渡邉 悠斗,広島東洋カープ,内野手,0,2024,likely_no_ichi_gun_2024_draft,debut=2024 is_new_2026=0
01405152,西川 篤夢,広島東洋カープ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
53955150,Ｅ．モンテロ,広島東洋カープ,内野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
71675152,平川 蓮,広島東洋カープ,外野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
43745150,Ｓ．ファビアン,広島東洋カープ,外野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
91495150,田内 真翔,横浜DeNAベイスターズ,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
11015152,島田 舜也,横浜DeNAベイスターズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
83385152,Ａ．コックス,横浜DeNAベイスターズ,投手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
61665155,深沢 鳳介,横浜DeNAベイスターズ,投手,0,2021,likely_no_ichi_gun_long_term_dev,debut=2021 is_new_2026=0
61965150,坂口 翔颯,横浜DeNAベイスターズ,投手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
61565152,片山 皓心,横浜DeNAベイスターズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
53955152,Ｊ．ルイーズ,横浜DeNAベイスターズ,投手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
93995152,Ｓ．レイノルズ,横浜DeNAベイスターズ,投手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
41545152,小田 康一郎,横浜DeNAベイスターズ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
53155152,宮下 朝陽,横浜DeNAベイスターズ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
21525150,加藤 響,横浜DeNAベイスターズ,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
91495152,成瀬 脩人,横浜DeNAベイスターズ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
13715152,Ｃ．ヒュンメル,横浜DeNAベイスターズ,外野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
61365152,大川 慈英,北海道日本ハムファイターズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
01805150,藤田 琉生,北海道日本ハムファイターズ,投手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
51155150,浅利 太門,北海道日本ハムファイターズ,投手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
51255150,清水 大暉,北海道日本ハムファイターズ,投手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
13315150,山城 航太郎,北海道日本ハムファイターズ,投手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
61665152,藤森 海斗,北海道日本ハムファイターズ,捕手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
11515152,大塚 瑠晏,北海道日本ハムファイターズ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
51655152,半田 南十,北海道日本ハムファイターズ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
63165150,山縣 秀,北海道日本ハムファイターズ,内野手,0,2024,likely_no_ichi_gun_2024_draft,debut=2024 is_new_2026=0
53355159,明瀬 諒介,北海道日本ハムファイターズ,内野手,0,2023,likely_no_ichi_gun_long_term_dev,debut=2023 is_new_2026=0
01305152,エドポロ ケイン,北海道日本ハムファイターズ,外野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
43745152,Ｓ．ラオ,北海道日本ハムファイターズ,投手,1,,likely_no_ichi_gun_new_2026,debut=None is_new_2026=1
43945152,Ｒ．カストロ,北海道日本ハムファイターズ,内野手,1,,likely_no_ichi_gun_new_2026,debut=None is_new_2026=1
83985152,Ｌ．リン,北海道日本ハムファイターズ,捕手,1,,likely_no_ichi_gun_new_2026,debut=None is_new_2026=1
73175152,毛利 海大,千葉ロッテマリーンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
61165152,石垣 元気,千葉ロッテマリーンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
21525152,奥村 頼人,千葉ロッテマリーンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
01605152,冨士 隼斗,千葉ロッテマリーンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
63165152,大聖,千葉ロッテマリーンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
01505152,岡村 了樹,千葉ロッテマリーンズ,捕手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
81885150,宮崎 竜成,千葉ロッテマリーンズ,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
71475150,立松 由宇,千葉ロッテマリーンズ,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
01905152,櫻井 ユウヤ,千葉ロッテマリーンズ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
21625150,西川 史礁,千葉ロッテマリーンズ,外野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
03305152,Ｊ．カスティーヨ,千葉ロッテマリーンズ,投手,1,,likely_no_ichi_gun_new_2026,debut=None is_new_2026=1
03905152,Ｓ．ロング,千葉ロッテマリーンズ,投手,1,,likely_no_ichi_gun_new_2026,debut=None is_new_2026=1
81685152,藤原 聡大,東北楽天ゴールデンイーグルス,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
53555152,Ｒ．コントレラス,東北楽天ゴールデンイーグルス,投手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
31335152,伊藤 樹,東北楽天ゴールデンイーグルス,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
71775152,九谷 瑠,東北楽天ゴールデンイーグルス,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
31735157,古賀 康誠,東北楽天ゴールデンイーグルス,投手,0,2022,likely_no_ichi_gun_long_term_dev,debut=2022 is_new_2026=0
11315152,伊藤 大晟,東北楽天ゴールデンイーグルス,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
81385152,大栄 利哉,東北楽天ゴールデンイーグルス,捕手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
53155150,宗山 塁,東北楽天ゴールデンイーグルス,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
03005150,Ｌ．ボイト,東北楽天ゴールデンイーグルス,内野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
61965152,繁永 晟,東北楽天ゴールデンイーグルス,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
13515159,ワォーターズ,東北楽天ゴールデンイーグルス,内野手,0,2023,likely_no_ichi_gun_long_term_dev,debut=2023 is_new_2026=0
31135159,青野 拓海,東北楽天ゴールデンイーグルス,内野手,0,2023,likely_no_ichi_gun_long_term_dev,debut=2023 is_new_2026=0
53355150,陽 柏翔,東北楽天ゴールデンイーグルス,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
93095150,Ｏ．ゴンザレス,東北楽天ゴールデンイーグルス,外野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
73775152,Ｃ．マッカスカー,東北楽天ゴールデンイーグルス,外野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
03305150,吉納 翼,東北楽天ゴールデンイーグルス,外野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
71975152,阪上 翔也,東北楽天ゴールデンイーグルス,外野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
43545155,吉野 創士,東北楽天ゴールデンイーグルス,外野手,0,2021,likely_no_ichi_gun_long_term_dev,debut=2021 is_new_2026=0
73375152,Ｊ．ウレーニャ,東北楽天ゴールデンイーグルス,投手,1,,likely_no_ichi_gun_new_2026,debut=None is_new_2026=1
31035150,佐藤 爽,埼玉西武ライオンズ,投手,1,2024,likely_no_ichi_gun_new_2026,debut=2024 is_new_2026=1
91395152,岩城 颯空,埼玉西武ライオンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
23925152,Ａ．ワイナンス,埼玉西武ライオンズ,投手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
31835152,堀越 啓太,埼玉西武ライオンズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
81485159,成田 晴風,埼玉西武ライオンズ,投手,0,2023,likely_no_ichi_gun_long_term_dev,debut=2023 is_new_2026=0
81585150,狩生 聖真,埼玉西武ライオンズ,投手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
41745152,小島 大河,埼玉西武ライオンズ,捕手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
51455150,龍山 暖,埼玉西武ライオンズ,捕手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
21925150,齋藤 大翔,埼玉西武ライオンズ,内野手,0,2024,likely_no_ichi_gun_2024_draft,debut=2024 is_new_2026=0
53755150,Ｔ．ネビン,埼玉西武ライオンズ,内野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
51055150,佐藤 太陽,埼玉西武ライオンズ,内野手,0,2024,likely_no_ichi_gun_2024_draft,debut=2024 is_new_2026=0
83185152,横田 蒼和,埼玉西武ライオンズ,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
83385150,渡部 聖弥,埼玉西武ライオンズ,外野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
23325152,Ａ．カナリオ,埼玉西武ライオンズ,外野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
51855157,古川 雄大,埼玉西武ライオンズ,外野手,0,2022,likely_no_ichi_gun_long_term_dev,debut=2022 is_new_2026=0
51155152,秋山 俊,埼玉西武ライオンズ,外野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
43345150,林 冠臣,埼玉西武ライオンズ,外野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
61465153,仲三 優太,埼玉西武ライオンズ,外野手,0,2020,likely_no_ichi_gun_long_term_dev,debut=2020 is_new_2026=0
31735152,川田 悠慎,埼玉西武ライオンズ,外野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
33935152,林 安可,埼玉西武ライオンズ,外野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
41645152,藤川 敦也,オリックス・バファローズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
93195152,森 陽樹,オリックス・バファローズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
41945152,佐藤 龍月,オリックス・バファローズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
51255152,髙谷 舟,オリックス・バファローズ,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
63165159,宮國 凌空,オリックス・バファローズ,投手,1,2023,likely_no_ichi_gun_new_2026,debut=2023 is_new_2026=1
03505152,Ｓ．ジェリー,オリックス・バファローズ,投手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
33335150,山中 稜真,オリックス・バファローズ,捕手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
21425152,野上 士耀,オリックス・バファローズ,捕手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
81885159,堀 柊那,オリックス・バファローズ,捕手,0,2023,likely_no_ichi_gun_long_term_dev,debut=2023 is_new_2026=0
93595152,Ｂ．シーモア,オリックス・バファローズ,内野手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
33135150,麦谷 祐介,オリックス・バファローズ,外野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
01705152,窪田 洋祐,オリックス・バファローズ,外野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
51355152,稲川 竜汰,福岡ソフトバンクホークス,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
23525152,徐 若熙,福岡ソフトバンクホークス,投手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
73175150,村上 泰斗,福岡ソフトバンクホークス,投手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
21025152,鈴木 豪太,福岡ソフトバンクホークス,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
01105150,安德 駿,福岡ソフトバンクホークス,投手,0,2024,likely_no_ichi_gun_2024_draft,debut=2024 is_new_2026=0
91995152,相良 雅斗,福岡ソフトバンクホークス,投手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
71775155,木村 大成,福岡ソフトバンクホークス,投手,0,2021,likely_no_ichi_gun_long_term_dev,debut=2021 is_new_2026=0
91895159,藤田 悠太郎,福岡ソフトバンクホークス,捕手,0,2023,likely_no_ichi_gun_long_term_dev,debut=2023 is_new_2026=0
01205150,庄子 雄大,福岡ソフトバンクホークス,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
11315157,イヒネ イツア,福岡ソフトバンクホークス,内野手,0,2022,likely_no_ichi_gun_long_term_dev,debut=2022 is_new_2026=0
61365150,宇野 真仁朗,福岡ソフトバンクホークス,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
31235152,髙橋 隆慶,福岡ソフトバンクホークス,内野手,0,2025,likely_no_ichi_gun_2025_draft,debut=2025 is_new_2026=0
81185150,石見 颯真,福岡ソフトバンクホークス,内野手,0,2024,name_team_match_id_empty_or_mismatch,master_ids={'(empty)'} years=[2025] kinds=['batting']
93595155,山本 恵大,福岡ソフトバンクホークス,外野手,0,2021,likely_no_ichi_gun_long_term_dev,debut=2021 is_new_2026=0
03005157,Ｅ．ルシアーノ,読売ジャイアンツ,投手,0,,likely_no_ichi_gun_no_debut_parsed,debut=None is_new_2026=0
11815150,廣澤 優,東京ヤクルトスワローズ,投手,0,2024,likely_no_ichi_gun_2024_draft,debut=2024 is_new_2026=0
91895150,冨士 大和,埼玉西武ライオンズ,投手,0,2024,likely_no_ichi_gun_2024_draft,debut=2024 is_new_2026=0
37035159,牧野 憲伸,中日ドラゴンズ,投手,1,2025,likely_no_ichi_gun_new_2026,debut=2025 is_new_2026=1
