issue,player_id,name_ja,team,has_batting,has_pitching,in_roster_2026,category,row_count,years_sample
empty_player_id,,オセゲラ,福岡ソフトバンクホークス,False,True,,needs_player_id,4,2013
empty_player_id,,オビスポ,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2011
empty_player_id,,オビスポ,読売ジャイアンツ,False,True,,needs_player_id,6,2007
empty_player_id,,オリバレス,オリックス・バファローズ,True,False,,needs_player_id,1,2025
empty_player_id,,オルモス,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2018
empty_player_id,,オンドルセク,東京ヤクルトスワローズ,False,True,,needs_player_id,4,2015
empty_player_id,,オーレンドルフ,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2017
empty_player_id,,カイケル,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2024
empty_player_id,,カスティーヨ,オリックス・バファローズ,False,True,,needs_player_id,2,2024
empty_player_id,,カスティーヨ,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2023
empty_player_id,,カスティーヨ,埼玉西武ライオンズ,False,True,,needs_player_id,2,2018
empty_player_id,,カストロ,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2012
empty_player_id,,カブレラ,中日ドラゴンズ,False,True,,needs_player_id,4,2013
empty_player_id,,カミネロ,読売ジャイアンツ,False,True,,needs_player_id,4,2017
empty_player_id,,カラシティー,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2018
empty_player_id,,カラスコ,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2006
empty_player_id,,カリダ,広島東洋カープ,False,True,,needs_player_id,2,2007
empty_player_id,,カルロス・ロサ,千葉ロッテマリーンズ,False,True,,needs_player_id,10,2011
empty_player_id,,カンポス,広島東洋カープ,False,True,,needs_player_id,2,2018
empty_player_id,,カーペンター,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2014
empty_player_id,,カーライル,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2010
empty_player_id,,ガゼルマン,横浜DeNAベイスターズ,False,True,,needs_player_id,4,2022
empty_player_id,,ガトームソン,東京ヤクルトスワローズ,False,True,,needs_player_id,4,2005
empty_player_id,,ガトームソン,福岡ソフトバンクホークス,False,True,,needs_player_id,4,2007
empty_player_id,,ガラテ,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2015
empty_player_id,,ガルシア,中日ドラゴンズ,False,True,,needs_player_id,2,2018
empty_player_id,,ガルシア,阪神タイガース,False,True,,needs_player_id,4,2019
empty_player_id,,ガルセス,埼玉西武ライオンズ,False,True,,needs_player_id,2,2017
empty_player_id,,ガルバ,中日ドラゴンズ,False,True,,needs_player_id,2,2006
empty_player_id,,ガンケル,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2023
empty_player_id,,ガンケル,阪神タイガース,False,True,,needs_player_id,6,2020
empty_player_id,,キニー,埼玉西武ライオンズ,False,True,,needs_player_id,2,2008
empty_player_id,,キャベッジ,読売ジャイアンツ,True,False,,needs_player_id,2,2025
empty_player_id,,キャンデラリオ,埼玉西武ライオンズ,False,True,,needs_player_id,2,2017
empty_player_id,,ギッセル,埼玉西武ライオンズ,False,True,,needs_player_id,4,2006
empty_player_id,,ギャレット,埼玉西武ライオンズ,False,True,,needs_player_id,4,2020
empty_player_id,,ギルメット,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2017
empty_player_id,,クック,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2020
empty_player_id,,クック,読売ジャイアンツ,False,True,,needs_player_id,2,2019
empty_player_id,,クライン,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2017
empty_player_id,,クリスキー,埼玉西武ライオンズ,False,True,,needs_player_id,2,2023
empty_player_id,,クリスキー,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2022
empty_player_id,,クルス,中日ドラゴンズ,False,True,,needs_player_id,2,2007
empty_player_id,,クルーズ,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,4,2014
empty_player_id,,クルーン,読売ジャイアンツ,False,True,,needs_player_id,6,2008
empty_player_id,,クレイマー,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2012
empty_player_id,,クロッタ,北海道日本ハムファイターズ,False,True,,needs_player_id,4,2014
empty_player_id,,クロール,読売ジャイアンツ,False,True,,needs_player_id,2,2022
empty_player_id,,グウィン,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,4,2008
empty_player_id,,グライシンガー,千葉ロッテマリーンズ,False,True,,needs_player_id,4,2012
empty_player_id,,グライシンガー,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2007
empty_player_id,,グライシンガー,読売ジャイアンツ,False,True,,needs_player_id,8,2008
empty_player_id,,グラセスキ,中日ドラゴンズ,False,True,,needs_player_id,2,2007
empty_player_id,,グラマン,埼玉西武ライオンズ,False,True,,needs_player_id,12,2006
empty_player_id,,グリフィン,読売ジャイアンツ,False,True,,needs_player_id,4,2023
empty_player_id,,グリン,北海道日本ハムファイターズ,False,True,,needs_player_id,4,2007
empty_player_id,,グリン,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2006
empty_player_id,,グローバー,読売ジャイアンツ,False,True,,needs_player_id,2,2006
empty_player_id,,ケイ,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2024
empty_player_id,,ケッペル,北海道日本ハムファイターズ,False,True,,needs_player_id,8,2010
empty_player_id,,ケムナ 誠,広島東洋カープ,False,True,,needs_player_id,12,2019
empty_player_id,,ケラー,読売ジャイアンツ,False,True,,needs_player_id,2,2024
empty_player_id,,ケラー,阪神タイガース,False,True,,needs_player_id,2,2022
empty_player_id,,ゲラ,阪神タイガース,False,True,,needs_player_id,2,2024
empty_player_id,,ゲレーロ,千葉ロッテマリーンズ,True,True,,needs_player_id,3,2022
empty_player_id,,コズロースキー,広島東洋カープ,False,True,,needs_player_id,4,2008
empty_player_id,,コットン,オリックス・バファローズ,False,True,,needs_player_id,2,2023
empty_player_id,,コラレス,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2017
empty_player_id,,コルデロ,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2024
empty_player_id,,コルニエル,広島東洋カープ,False,True,,needs_player_id,8,2021
empty_player_id,,コーコラン,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2013
empty_player_id,,コーリー,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2010
empty_player_id,,コール,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2022
empty_player_id,,ゴンサレス,中日ドラゴンズ,False,True,,needs_player_id,2,2020
empty_player_id,,ゴンザレス,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2013
empty_player_id,,ゴンザレス,埼玉西武ライオンズ,False,True,,needs_player_id,2,2012
empty_player_id,,ゴンザレス,東京ヤクルトスワローズ,False,True,,needs_player_id,6,2005
empty_player_id,,ゴンザレス,読売ジャイアンツ,False,True,,needs_player_id,8,2009
empty_player_id,,サイスニード,東京ヤクルトスワローズ,False,True,,needs_player_id,8,2021
empty_player_id,,サターホワイト,阪神タイガース,False,True,,needs_player_id,2,2016
empty_player_id,,サファテ,埼玉西武ライオンズ,False,True,,needs_player_id,2,2013
empty_player_id,,サファテ,広島東洋カープ,False,True,,needs_player_id,4,2011
empty_player_id,,サファテ,福岡ソフトバンクホークス,False,True,,needs_player_id,10,2014
empty_player_id,,サモンズ,千葉ロッテマリーンズ,True,False,,needs_player_id,1,2025
empty_player_id,,サンチェス,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2011
empty_player_id,,サンチェス,読売ジャイアンツ,False,True,,needs_player_id,4,2020
empty_player_id,,サンティアゴ,阪神タイガース,False,True,,needs_player_id,2,2015
empty_player_id,,サンティアゴ・ラミレス,中日ドラゴンズ,False,True,,needs_player_id,2,2007
empty_player_id,,ザガースキー,広島東洋カープ,False,True,,needs_player_id,2,2015
empty_player_id,,ザガースキー,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2016
empty_player_id,,ザバラ,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2024
empty_player_id,,ザラテ,阪神タイガース,False,True,,needs_player_id,4,2012
empty_player_id,,シェッパーズ,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2018
empty_player_id,,シコースキー,千葉ロッテマリーンズ,False,True,,needs_player_id,4,2008
empty_player_id,,シコースキー,埼玉西武ライオンズ,False,True,,needs_player_id,4,2010
empty_player_id,,シコースキー,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2007
empty_player_id,,シコースキー,読売ジャイアンツ,False,True,,needs_player_id,2,2005
empty_player_id,,シャッケルフォード,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2021
empty_player_id,,シュリッター,埼玉西武ライオンズ,False,True,,needs_player_id,2,2017
empty_player_id,,シュルツ,広島東洋カープ,False,True,,needs_player_id,8,2008
empty_player_id,,シューメーカー,読売ジャイアンツ,False,True,,needs_player_id,2,2022
empty_player_id,,ジェン,阪神タイガース,False,True,,needs_player_id,4,2009
empty_player_id,,ジオ,広島東洋カープ,False,True,,needs_player_id,4,2010
empty_player_id,,ジオ,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2012
empty_player_id,,ジャクソン,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2020
empty_player_id,,ジャクソン,広島東洋カープ,False,True,,needs_player_id,6,2016
empty_player_id,,ジャクソン,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2024
empty_player_id,,ジャマーノ,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2009
empty_player_id,,ジャン,阪神タイガース,False,True,,needs_player_id,2,2007
empty_player_id,,ジョンソン,埼玉西武ライオンズ,False,True,,needs_player_id,2,2007
empty_player_id,,ジョンソン,広島東洋カープ,False,True,,needs_player_id,10,2015
empty_player_id,,ジョンソン,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2020
empty_player_id,,ジョンソン,阪神タイガース,False,True,,needs_player_id,2,2019
empty_player_id,,ジョーダン,中日ドラゴンズ,False,True,,needs_player_id,4,2016
empty_player_id,,ジー,中日ドラゴンズ,False,True,,needs_player_id,2,2018
empty_player_id,,スアレス,東京ヤクルトスワローズ,False,True,,needs_player_id,8,2019
empty_player_id,,スアレス,福岡ソフトバンクホークス,False,True,,needs_player_id,6,2016
empty_player_id,,スアレス,阪神タイガース,False,True,,needs_player_id,4,2020
empty_player_id,,スウィーニー,北海道日本ハムファイターズ,False,True,,needs_player_id,6,2007
empty_player_id,,スクルメタ,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2005
empty_player_id,,スコット,広島東洋カープ,False,True,,needs_player_id,2,2020
empty_player_id,,スタルツ,広島東洋カープ,False,True,,needs_player_id,2,2010
empty_player_id,,スタンドリッジ,福岡ソフトバンクホークス,False,True,,needs_player_id,4,2007
empty_player_id,,スタンリッジ,千葉ロッテマリーンズ,False,True,,needs_player_id,4,2016
empty_player_id,,スタンリッジ,福岡ソフトバンクホークス,False,True,,needs_player_id,4,2014
empty_player_id,,スタンリッジ,阪神タイガース,False,True,,needs_player_id,8,2010
empty_player_id,,スチュワート・ジュニア,福岡ソフトバンクホークス,False,True,,needs_player_id,6,2021
empty_player_id,,スパイアー,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2011
empty_player_id,,スパークマン,オリックス・バファローズ,False,True,,needs_player_id,2,2021
empty_player_id,,スミス,埼玉西武ライオンズ,False,True,,needs_player_id,2,2022
empty_player_id,,セデーニョ,埼玉西武ライオンズ,True,False,,needs_player_id,1,2025
empty_player_id,,セドン,読売ジャイアンツ,False,True,,needs_player_id,2,2014
empty_player_id,,セプティモ,中日ドラゴンズ,False,True,,needs_player_id,2,2016
empty_player_id,,セラフィニ,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2005
empty_player_id,,ソコロビッチ,広島東洋カープ,False,True,,needs_player_id,2,2013
empty_player_id,,ソト,中日ドラゴンズ,False,True,,needs_player_id,4,2011
empty_player_id,,ソト,横浜DeNAベイスターズ,False,True,,needs_player_id,4,2013
empty_player_id,,ソリアーノ,広島東洋カープ,False,True,,needs_player_id,4,2010
empty_player_id,,ソリス,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2019
empty_player_id,,ソーサ,中日ドラゴンズ,False,True,,needs_player_id,2,2012
empty_player_id,,ソーサ,横浜DeNAベイスターズ,False,True,,needs_player_id,4,2013
empty_player_id,,タバーレス,中日ドラゴンズ,False,True,,needs_player_id,2,2022
empty_player_id,,ターリー,広島東洋カープ,False,True,,needs_player_id,4,2022
empty_player_id,,ターリー,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2024
empty_player_id,,ダイクストラ,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2024
empty_player_id,,ダグラス,広島東洋カープ,False,True,,needs_player_id,2,2006
empty_player_id,,ダグラス,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2008
empty_player_id,,ダックワース,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,4,2012
empty_player_id,,ダルビッシュ 有,北海道日本ハムファイターズ,False,True,,needs_player_id,14,2005
empty_player_id,,ダーウィン,阪神タイガース,False,True,,needs_player_id,6,2005
empty_player_id,,ダース ローマシュ匡,北海道日本ハムファイターズ,False,True,,needs_player_id,4,2008
empty_player_id,,ダービン,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2010
empty_player_id,,ダーモディ,埼玉西武ライオンズ,False,True,,needs_player_id,2,2021
empty_player_id,,チェイビス,中日ドラゴンズ,True,False,,needs_player_id,1,2025
empty_player_id,,チェン,中日ドラゴンズ,False,True,,needs_player_id,10,2005
empty_player_id,,チェン・ウェイン,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2020
empty_player_id,,チェン・ウェイン,阪神タイガース,False,True,,needs_player_id,2,2021
empty_player_id,,チェン・グァンユウ,千葉ロッテマリーンズ,False,True,,needs_player_id,12,2015
empty_player_id,,チューク,広島東洋カープ,False,True,,needs_player_id,2,2010
empty_player_id,,チルダース,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2009
empty_player_id,,ティノコ,埼玉西武ライオンズ,False,True,,needs_player_id,2,2023
empty_player_id,,ディアス,オリックス・バファローズ,True,False,,needs_player_id,1,2025
empty_player_id,,ディアス,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2006
empty_player_id,,ディアス,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2024
empty_player_id,,ディクソン,オリックス・バファローズ,False,True,,needs_player_id,6,2018
empty_player_id,,ディプラン,読売ジャイアンツ,False,True,,needs_player_id,2,2020
empty_player_id,,デイビー,広島東洋カープ,False,True,,needs_player_id,2,2005
empty_player_id,,デイビーズ,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2016
empty_player_id,,デニー,中日ドラゴンズ,False,True,,needs_player_id,2,2007
empty_player_id,,デニー友利,中日ドラゴンズ,False,True,,needs_player_id,2,2006
empty_player_id,,デュプランティエ,阪神タイガース,True,False,,needs_player_id,1,2025
empty_player_id,,デラクルス,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2010
empty_player_id,,デラバー,広島東洋カープ,False,True,,needs_player_id,2,2016
empty_player_id,,デラロサ,読売ジャイアンツ,False,True,,needs_player_id,8,2019
empty_player_id,,トンキン,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2018
empty_player_id,,トーマス,北海道日本ハムファイターズ,False,True,,needs_player_id,6,2005
empty_player_id,,トーレス,読売ジャイアンツ,False,True,,needs_player_id,2,2011
empty_player_id,,ドイル,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2012
empty_player_id,,ドミンゲス,広島東洋カープ,True,False,,needs_player_id,1,2025
empty_player_id,,ドミンゴ,中日ドラゴンズ,False,True,,needs_player_id,4,2005
empty_player_id,,ドミンゴ,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,4,2007
empty_player_id,,ドリス,阪神タイガース,False,True,,needs_player_id,8,2016
empty_player_id,,ドーマン,広島東洋カープ,False,True,,needs_player_id,2,2009
empty_player_id,,ナイト,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2005
empty_player_id,,ナーブソン,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2014
empty_player_id,,ニコースキー,福岡ソフトバンクホークス,False,True,,needs_player_id,4,2007
empty_player_id,,ニックス,オリックス・バファローズ,False,True,,needs_player_id,2,2023
empty_player_id,,ニール,埼玉西武ライオンズ,False,True,,needs_player_id,6,2019
empty_player_id,,ネイラー,中日ドラゴンズ,False,True,,needs_player_id,4,2015
empty_player_id,,ネバラスカス,広島東洋カープ,False,True,,needs_player_id,2,2021
empty_player_id,,ネビン,埼玉西武ライオンズ,True,False,,needs_player_id,2,2025
empty_player_id,,ネルソン,中日ドラゴンズ,False,True,,needs_player_id,10,2008
empty_player_id,,ネルソン,阪神タイガース,True,False,,needs_player_id,1,2025
empty_player_id,,ノリン,埼玉西武ライオンズ,False,True,,needs_player_id,2,2020
empty_player_id,,ハウザー,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,4,2012
empty_player_id,,ハッチ,広島東洋カープ,False,True,,needs_player_id,2,2024
empty_player_id,,ハフ,東京ヤクルトスワローズ,False,True,,needs_player_id,4,2018
empty_player_id,,ハミルトン,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2012
empty_player_id,,ハワード,阪神タイガース,True,False,,needs_player_id,1,2025
empty_player_id,,ハンコック,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2019
empty_player_id,,ハーマン,千葉ロッテマリーンズ,False,True,,needs_player_id,4,2020
empty_player_id,,ハーマン,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,6,2017
empty_player_id,,ハーン,広島東洋カープ,False,True,,needs_player_id,2,2024
empty_player_id,,バウアー,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2023
empty_player_id,,バス,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2007
empty_player_id,,バスケス,埼玉西武ライオンズ,False,True,,needs_player_id,4,2015
empty_player_id,,バニュエロス,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2023
empty_player_id,,バリオス,横浜DeNAベイスターズ,False,True,,needs_player_id,4,2018
empty_player_id,,バリオス,福岡ソフトバンクホークス,False,True,,needs_player_id,8,2013
empty_player_id,,バリントン,広島東洋カープ,False,True,,needs_player_id,8,2011
empty_player_id,,バルガス,オリックス・バファローズ,False,True,,needs_player_id,4,2021
empty_player_id,,バルデス,中日ドラゴンズ,False,True,,needs_player_id,8,2010
empty_player_id,,バルドナード,読売ジャイアンツ,False,True,,needs_player_id,4,2023
empty_player_id,,バレット,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2009
empty_player_id,,バンデンハーク,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2021
empty_player_id,,バンデンハーク,福岡ソフトバンクホークス,False,True,,needs_player_id,12,2015
empty_player_id,,バンヘッケン,埼玉西武ライオンズ,False,True,,needs_player_id,2,2016
empty_player_id,,バース,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2016
empty_player_id,,バード,広島東洋カープ,False,True,,needs_player_id,2,2021
empty_player_id,,バーネット,東京ヤクルトスワローズ,False,True,,needs_player_id,12,2010
empty_player_id,,バーヘイゲン,北海道日本ハムファイターズ,False,True,,needs_player_id,6,2020
empty_player_id,,バーベイト,北海道日本ハムファイターズ,False,True,,needs_player_id,2,2019
empty_player_id,,バーン,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2006
empty_player_id,,バーンサイド,読売ジャイアンツ,False,True,,needs_player_id,2,2008
empty_player_id,,パウエル,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2008
empty_player_id,,パウエル,読売ジャイアンツ,False,True,,needs_player_id,4,2006
empty_player_id,,パットン,横浜DeNAベイスターズ,False,True,,needs_player_id,8,2017
empty_player_id,,パディーヤ,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2013
empty_player_id,,パヤノ,中日ドラゴンズ,False,True,,needs_player_id,4,2009
empty_player_id,,ヒギンス,オリックス・バファローズ,False,True,,needs_player_id,4,2020
empty_player_id,,ヒメネス,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,4,2011
empty_player_id,,ヒース,埼玉西武ライオンズ,False,True,,needs_player_id,4,2018
empty_player_id,,ヒース,広島東洋カープ,False,True,,needs_player_id,4,2014
empty_player_id,,ビエイラ,読売ジャイアンツ,False,True,,needs_player_id,6,2020
empty_player_id,,ビドル,オリックス・バファローズ,False,True,,needs_player_id,2,2022
empty_player_id,,ビロウ,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2015
empty_player_id,,ビーズリー,阪神タイガース,False,True,,needs_player_id,4,2023
empty_player_id,,ビーディ,読売ジャイアンツ,False,True,,needs_player_id,2,2023
empty_player_id,,ピント,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2012
empty_player_id,,ピーターズ,東京ヤクルトスワローズ,False,True,,needs_player_id,2,2023
empty_player_id,,ピープルズ,横浜DeNAベイスターズ,False,True,,needs_player_id,6,2020
empty_player_id,,ファイフ,埼玉西武ライオンズ,False,True,,needs_player_id,2,2017
empty_player_id,,ファビアン,広島東洋カープ,True,False,,needs_player_id,2,2025
empty_player_id,,ファルケンボーグ,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2014
empty_player_id,,ファルケンボーグ,福岡ソフトバンクホークス,False,True,,needs_player_id,10,2009
empty_player_id,,ファンミル,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2014
empty_player_id,,フィリップス,広島東洋カープ,False,True,,needs_player_id,2,2014
empty_player_id,,フェリシアーノ,広島東洋カープ,False,True,,needs_player_id,4,2005
empty_player_id,,フェリシアーノ,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2005
empty_player_id,,フェリス,中日ドラゴンズ,False,True,,needs_player_id,4,2023
empty_player_id,,フェルナンデス,広島東洋カープ,False,True,,needs_player_id,2,2007
empty_player_id,,フェルナンデス,東京ヤクルトスワローズ,False,True,,needs_player_id,4,2011
empty_player_id,,フォッサム,阪神タイガース,False,True,,needs_player_id,2,2010
empty_player_id,,フランスア,広島東洋カープ,False,True,,needs_player_id,10,2018
empty_player_id,,フローレス,千葉ロッテマリーンズ,False,True,,needs_player_id,4,2020
empty_player_id,,ブキャナン,東京ヤクルトスワローズ,False,True,,needs_player_id,6,2017
empty_player_id,,ブセニッツ,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,8,2019
empty_player_id,,ブラウワー,広島東洋カープ,False,True,,needs_player_id,2,2008
empty_player_id,,ブラウン,阪神タイガース,False,True,,needs_player_id,2,2005
empty_player_id,,ブラゾバン,福岡ソフトバンクホークス,False,True,,needs_player_id,2,2011
empty_player_id,,ブラックリー,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2014
empty_player_id,,ブラッドリー,中日ドラゴンズ,False,True,,needs_player_id,2,2013
empty_player_id,,ブランドン,千葉ロッテマリーンズ,False,True,,needs_player_id,2,2019
empty_player_id,,ブランドン,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2012
empty_player_id,,ブリガム,東北楽天ゴールデンイーグルス,False,True,,needs_player_id,2,2016
empty_player_id,,ブルワー,阪神タイガース,False,True,,needs_player_id,2,2023
empty_player_id,,ブレイシア,広島東洋カープ,False,True,,needs_player_id,2,2017
empty_player_id,,ブロードウェイ,横浜DeNAベイスターズ,False,True,,needs_player_id,2,2016
empty_player_id,,ヘルウェグ,広島東洋カープ,False,True,,needs_player_id,4,2018
empty_player_id,,ヘルナンデス,福岡ソフトバンクホークス,False,True,,needs_player_id,4,2023
empty_player_id,,ヘルナンデス,阪神タイガース,True,False,,needs_player_id,1,2025
empty_player_id,,ヘーゲンズ,広島東洋カープ,False,True,,needs_player_id,4,2016
empty_player_id,,ベイリス,埼玉西武ライオンズ,False,True,,needs_player_id,2,2009
empty_player_id,,ベイル,広島東洋カープ,False,True,,needs_player_id,6,2005
