npb_player_id,name_ja,career_kind,year,issue,career_years,salary_years
"41145157","井坪 陽生","batting","2023","missing_career","2025","2023|2024|2025|2026"
"41145157","井坪 陽生","batting","2024","missing_career","2025","2023|2024|2025|2026"
"41145157","井坪 陽生","batting","2026","missing_career","2025","2023|2024|2025|2026"
"91995136","島田 海吏","batting","2026","missing_career","2018|2019|2020|2021|2022|2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"21825155","前川 右京","batting","2022","missing_career","2023|2024|2025","2022|2023|2024|2025|2026"
"21825155","前川 右京","batting","2026","missing_career","2023|2024|2025","2022|2023|2024|2025|2026"
"71775151","小野寺 暖","batting","2020","missing_career","2021|2022|2023|2024|2025","2020|2021|2022|2023|2024|2025|2026"
"71775151","小野寺 暖","batting","2026","missing_career","2021|2022|2023|2024|2025","2020|2021|2022|2023|2024|2025|2026"
"31435155","豊田 寛","batting","2023","missing_career","2022|2024|2025","2022|2023|2024|2025|2026"
"31435155","豊田 寛","batting","2026","missing_career","2022|2024|2025","2022|2023|2024|2025|2026"
"41045153","佐藤 輝明","batting","2026","missing_career","2021|2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"21825153","平内 龍太","batting","2026","missing_career","2021|2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"21825153","平内 龍太","pitching","2026","missing_career","2021|2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"33135155","松浦 慶斗","batting","2023","missing_career","2022|2024","2022|2023|2024|2025|2026"
"33135155","松浦 慶斗","batting","2025","missing_career","2022|2024","2022|2023|2024|2025|2026"
"33135155","松浦 慶斗","batting","2026","missing_career","2022|2024","2022|2023|2024|2025|2026"
"31735155","菊地 大稀","batting","2024","missing_career","2022|2023|2025","2022|2023|2024|2025|2026"
"31735155","菊地 大稀","batting","2026","missing_career","2022|2023|2025","2022|2023|2024|2025|2026"
"31735155","菊地 大稀","pitching","2022","missing_career","2025","2022|2023|2024|2025|2026"
"31735155","菊地 大稀","pitching","2023","missing_career","2025","2022|2023|2024|2025|2026"
"31735155","菊地 大稀","pitching","2024","missing_career","2025","2022|2023|2024|2025|2026"
"31735155","菊地 大稀","pitching","2026","missing_career","2025","2022|2023|2024|2025|2026"
"11215114","田中 将大","batting","2026","missing_career","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2007","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2008","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2009","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2010","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2011","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2012","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2013","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2021","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2022","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2023","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2024","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"11215114","田中 将大","pitching","2026","missing_career","2025","2007|2008|2009|2010|2011|2012|2013|2021|2022|2023|2024|2025|2026"
"81085155","大勢","batting","2026","missing_career","2022|2023|2024|2025","2022|2023|2024|2025|2026"
"81085155","大勢","pitching","2026","missing_career","2022|2023|2024|2025","2022|2023|2024|2025|2026"
"31635159","西舘 勇陽","batting","2026","missing_career","2024|2025","2024|2025|2026"
"31635159","西舘 勇陽","pitching","2026","missing_career","2024|2025","2024|2025|2026"
"03305153","山﨑 伊織","batting","2021","missing_career","2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"03305153","山﨑 伊織","batting","2026","missing_career","2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"03305153","山﨑 伊織","pitching","2021","missing_career","2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"03305153","山﨑 伊織","pitching","2026","missing_career","2022|2023|2024|2025","2021|2022|2023|2024|2025|2026"
"41045138","戸郷 翔征","batting","2026","missing_career","2019|2020|2021|2022|2023|2024|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"41045138","戸郷 翔征","pitching","2026","missing_career","2019|2020|2021|2022|2023|2024|2025","2019|2020|2021|2022|2023|2024|2025|2026"
"23725150","Ｓ．ハワード","pitching","2026","missing_career","2025","2025|2026"
"51155155","赤星 優志","batting","2026","missing_career","2022|2023|2024|2025","2022|2023|2024|2025|2026"
"51155155","赤星 優志","pitching","2026","missing_career","2022|2023|2024|2025","2022|2023|2024|2025|2026"
"81285132","中川 皓太","batting","2022","missing_career","2016|2017|2018|2019|2020|2021|2023|2024|2025","2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"81285132","中川 皓太","batting","2026","missing_career","2016|2017|2018|2019|2020|2021|2023|2024|2025","2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"81285132","中川 皓太","pitching","2022","missing_career","2016|2017|2018|2019|2020|2021|2023|2024|2025","2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"81285132","中川 皓太","pitching","2026","missing_career","2016|2017|2018|2019|2020|2021|2023|2024|2025","2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","batting","2026","missing_career","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2013","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2014","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2015","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2016","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2017","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2018","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2019","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2020","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2021","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2022","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2023","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2024","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"51055137","則本 昂大","pitching","2026","missing_career","2025","2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","batting","2018","missing_career","2019|2022|2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","batting","2020","missing_career","2019|2022|2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","batting","2021","missing_career","2019|2022|2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","batting","2026","missing_career","2019|2022|2023|2024|2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","pitching","2018","missing_career","2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","pitching","2019","missing_career","2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","pitching","2020","missing_career","2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","pitching","2021","missing_career","2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","pitching","2022","missing_career","2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","pitching","2023","missing_career","2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","pitching","2024","missing_career","2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"61065136","田中 瑛斗","pitching","2026","missing_career","2025","2018|2019|2020|2021|2022|2023|2024|2025|2026"
"33135159","又木 鉄平","batting","2026","missing_career","2024|2025","2024|2025|2026"
"33135159","又木 鉄平","pitching","2026","missing_career","2024|2025","2024|2025|2026"
"43345159","森田 駿哉","batting","2024","missing_career","2025","2024|2025|2026"
"43345159","森田 駿哉","batting","2026","missing_career","2025","2024|2025|2026"
"43345159","森田 駿哉","pitching","2024","missing_career","2025","2024|2025|2026"
"43345159","森田 駿哉","pitching","2026","missing_career","2025","2024|2025|2026"
"91095157","田中 千晴","batting","2025","missing_career","2023|2024","2023|2024|2025|2026"
"91095157","田中 千晴","batting","2026","missing_career","2023|2024","2023|2024|2025|2026"
"91095157","田中 千晴","pitching","2025","missing_career","2023|2024","2023|2024|2025|2026"
"91095157","田中 千晴","pitching","2026","missing_career","2023|2024","2023|2024|2025|2026"
"23225157","Ａ．バルドナード","batting","2026","missing_career","2023|2024|2025","2023|2024|2025|2026"
"23225157","Ａ．バルドナード","pitching","2023","missing_career","2025","2023|2024|2025|2026"
"23225157","Ａ．バルドナード","pitching","2024","missing_career","2025","2023|2024|2025|2026"
